qid,question,answer,generated_answer,factuality,faithfulness,collapsed,Unnamed: 7,備考,query,score_pr,score_re,score_f1,pr_score,re_score,f1_score
QA20CAPR-0047,1994年のF1サンマリノGPでクラッシュし亡くなった、「音速の貴公子」の異名で知られたレーサーは誰でしょう?,アイルトン・セナ,"アイルトン・セナ 1994年のF1サンマリノGPで、アイルトン・セナは事故に巻き込まれて亡くなりました。
彼は史上最高のドライバーの一人として広く認知されており、彼の死後も多くのファンや関係者によって惜しまれています。
","1,1","1,1",,,,,,,,"0.34286202192306525,0.4465337296326966","0.18620136380195568,0.38926594853401125","0.27449678579966263,0.4194737176100413"
QA20CAPR-0049,ワルシャワにある空港にその名を残す、『革命のエチュード』や『子犬のワルツ』などのピアノ曲で知られるポーランドの作曲家は誰でしょう?,フレデリック・ショパン,フレデリック・ショパン,1,1,,,,,,,,0.04228882789611821,0.02014900445938106,0.03194496631622323
QA20CAPR-0051,フラーレン、黒鉛、ダイヤモンドといえばいずれもどんな元素から出来ている物質でしょう?,炭素,炭素,1,1,,,,,,,,0.05334738095601401,0.08261851270993559,0.06943824291229261
QA20CAPR-0053,48面のテニスコートと1万人を収容する有明コロシアムが存在する、ゆりかもめの駅名にもなっている江東区の公園は何でしょう?,有明テニスの森公園,"夢の島公園です。
",0,,,一応公園だし？,,,,,,0.1284160733222957,0.12347511450449679,0.1260973274707788
QA20CAPR-0055,「迫りくる危機」や「緊急事態宣言」といった拡張セットもある、プレイヤーがウイルス対策チームの一員となり、世界に蔓延する感染症を根絶するという内容のボードゲームは何でしょう?,パンデミック (ボードゲーム),"パンデミック:グローバル・ウォーです。
",0,,,,,,,,,0.06920170783996601,0.10270204742749557,0.08652148644129387
QA20CAPR-0057,美しい景観から「ドナウ川の真珠」とも呼ばれる、ハンガリーの首都はどこでしょう?,ブダペスト,"ブダペストです。
",1,,,,,,,,,0.197615027427674,0.11937427520752006,0.16031330823898265
QA20CAPR-0059,NHKの大河ドラマ『花燃ゆ』で、主人公の杉文を演じた女優は誰でしょう?,井上真央,"井上真央さんです。
",1,,,,,,,,,0.07334328889846839,0.039061578114827515,0.057287955284118945
QA20CAPR-0061,高さ170cmと250cmの2本の鉄棒を使用する、女子のみで行われる体操競技は何でしょう?,段違い平行棒,"床体操です。
",0,,,,,,,,,0.2300857027371725,0.2738148272037509,0.2533002952734625
QA20CAPR-0063,「満月」を意味する名前がついた、もち米を焼いた皮に餡を詰めた和菓子は何でしょう?,最中,"月餅です。
",0,,,,,,,,,0.18898887832959477,0.1086567958196002,0.16041293938954698
QA20CAPR-0065,一段進めた香車の下に王を入れて、周りを金や銀で守り固める将棋の戦法を、ある動物の名前をとって何というでしょう?,穴熊囲い,"象牙将棋」と言います。
",0,1,,,,,,,,0.26405771573384623,0.3422230243682862,0.305553845564524
QA20CAPR-0067,水平型、こま型などの種類がある、太陽の方向によってできる影を利用した時計は何でしょう?,日時計,"振り子時計です。
",0,1,,,,,,,,0.20185114145278907,0.12823566794395436,0.1667393068472546
QA20CAPR-0069,フランス語で「稲妻」という意味がある、細長いシュークリームにチョコレートをかけたお菓子は何でしょう?,エクレア,"ガレット・デ・ロワ フランス語で「稲妻」という意味がある、細長いシュークリームにチョコレートをかけたお菓子はガレット・デ・ロワです。
",0,1,,,,,,,,0.28359152078628547,0.2310129423936208,0.260340392589569
QA20CAPR-0071,サッカーで、前線の選手が敵を背にした状態で味方からのパスを貰い、攻撃の起点となるプレーを何というでしょう?,ポストプレー,クロスオーバープレー(cross-over),0,,,,,,,,,0.28158606688181603,0.36793294946352595,0.3284816344579059
QA20CAPR-0073,ギリシャ語の「暴君」と「とかげ」を合成した名前を持つ、約6550万年前に絶滅した史上最大級の肉食恐竜は何でしょう?,ティラノサウルス,ティラノサウルス・レックス,1,1,,,,,,,,0.007522038618723789,0.007573966185252065,0.007548014322916949
QA20CAPR-0075,海外では「ジャパニーズヨーグルト」とも呼ばれる、米麹や酒粕から作られる伝統的な甘味飲料は何でしょう?,甘酒,"甘酒です。
",1,1,,,,,,,,0.06661930282910686,0.08648892045021073,0.07796151041984589
QA20CAPR-0077,縁結びの神とされる大国主が祭られており、毎年旧暦10月に全国の神様が集まるとされる島根県の神社はどこでしょう?,出雲大社,出雲大社,1,,,,,,,,,0.04275791446367924,0.07269672155380276,0.05914540688196834
QA20CAPR-0079,車体に漫画やアニメのキャラクターなどの装飾を施した自動車のことを、俗に何というでしょう?,痛車,"痛車(いたしゃ)とは、自動車のボディに漫画やアニメのキャラクターなどの装飾を施すことです。
",1,,,,,,,,,0.35401257872581493,0.11892390052477494,0.25739964246749975
QA20CAPR-0081,「白あえ」にも使われる、絹ごし、木綿などの種類がある食材は何でしょう?,豆腐,"豆腐です。
",1,,,,,,,,,0.18287019729614232,0.09841087063153635,0.1479699035485577
QA20CAPR-0083,チェコにある温泉・カールスバートと似た泉質であったことから名が付いた、北海道の登別市にある温泉は何でしょう?,カルルス温泉,地獄谷温泉,0,,,,,,,,,0.18551077842712355,0.22377954522768712,0.20725455880165136
QA20CAPR-0085,1907年に日本広告と日本電報通信社が合併して出来た、日本最大の広告代理店は何でしょう?,電通,"博報堂DYホールディングスです。
",0,,,,,,,,,0.14040860533714278,0.09331107536951685,0.11784853537877368
QA20CAPR-0087,1セット28枚からなり、本来は「メキシカントレイン」や「ブロック」など様々な遊び方があるが、日本ではたくさん並べて倒すという使い方でほぼ楽しまれている遊具は何でしょう?,ドミノ,"ジェンガです。
",0,,,,,,,,,0.24594241778055753,0.21007454792658548,0.228545804818471
QA20CAPR-0089,古代中国では太陽に住んでいるカラスの姿だとされていた、太陽の表面で周りより温度が低く色が違って見える点を何というでしょう?,太陽黒点,"彩雲(さいうん)または虹の環(こう)と呼ばれています。
",0,,,,,,,,,0.40217023293177284,0.3163958966732034,0.36239884098370845
QA20CAPR-0091,原子番号99の元素にもその名を残す、「光電効果」の説明や「特殊相対性理論」の提唱などの業績で知られる科学者は誰でしょう?,アルベルト・アインシュタイン,アーネスト・ラザフォード,0,,,,,,,,,0.04123375415802018,0.05203190247217826,0.04678899248441071
QA20CAPR-0093,雑誌などで発表せず、直接単行本などで出版される小説のことを何というでしょう?,書き下ろし,"オフ・ザ・ウォール」とは、アメリカのロックバンドU2が1979年にリリースしたアルバムです。
このバンドはロックの殿堂入りを果たしています。
オフ・ザ・ウォールは、アメリカや世界中で大ヒットを記録しました。
オフ・ザ・ウォールは、ロック史上重要な作品として広く認知されています。
","0,1,1,1",,,,,,,,,"0.33738547166188526,0.3096071898937223,0.3109846134980519,0.27840494314829517","0.28613068858782453,0.3226199090480802,0.2781968196233112,0.24357464114824925","0.31951148907343535,0.31769358515739443,0.30275341073671985,0.26778934597969073"
QA20CAPR-0095,ドイツの教師リヒャルト・シルマンが提唱し世界に広まった、旅行者が格安で利用できる宿泊所を何というでしょう?,ユースホステル,"ユースホステル」とは、会員制の宿泊施設で、青少年や若者に旅行者向けの宿泊と教育を提供するものです。
リヒャルト・シルマンは、ユースホステル運動の中心的な推進者であり、ユースホステル運動は、旅行者の宿泊と教育の機会を増やすことによって、世界の観光を促進することを目的としています。
","0,0",,,,,,,,,"0.3596005658308666,0.3898894965648649","0.2789053201675415,0.3011971036593116","0.32550118962923646,0.35185972650845854"
QA20CAPR-0097,ラテン語で「走る人」という意味の言葉に由来する、パソコンで文字を入力する場所を示す線や記号を何というでしょう?,カーソル,"TABLECONTEXT」と書かれたキーがあります。
このキーは、画面の右上隅にあります。
また、TABLECONTEXTキーを押しながら、スペースバーを押すことでも入力できます。
これにより、テキストが選択され、入力できるようになります。
","0,0,0,0",,,,,,,,,"0.3173107326030735,0.3777987778186797,0.38025189638137874,0.4094924191633864","0.3188242812951407,0.5172925869623819,0.3183168212572738,0.49447022676467994","0.32257345318794317,0.45827172795931576,0.3524960736433662,0.4562394926945363"
QA20CAPR-0099,かつてイギリスで活字の大きさを宝石の名前で呼んでいたことに由来する、印刷用語で難しい漢字などにつけられるふりがなを何というでしょう?,ルビ,ルビコン川を渡る(ruby connection),0,,,,,,,,,0.31092688639958604,0.2583583394686381,0.2858272234598798
QA20CAPR-0101,これを好んで食べたフランスの作家がその名の由来である、牛のヒレ肉の中でも中心にある最高級の部位を何というでしょう?,シャトーブリアンステーキ,"シャトーブリアンステーキ」といいます。
",1,,,,,,,,,0.2910736838976542,0.297549961010615,0.2966976185639702
QA20CAPR-0103,食事において、気分を変えたり口をさっぱりさせたりするために出されるちょっとしたおかずのことを、ある食器の名を用いた表現で何というでしょう?,箸休め,"小鉢料理(small plate)とは、小さな容器に詰められた料理のことです。
このタイプの料理は、主に副菜や付け合わせとして提供されます。
副菜とは、主菜の後に食べるおかずのことです。
副菜とは、主に主菜の後に食べるおかずのことです。
副菜とは、主に主菜の後に食べるおかずのことです。
","0,1,0,0,0",,,,,,,,,"0.21866201758384712,0.20626837809880583,0.23795763055483496,0.2423046429951984,0.2423046429951984","0.2574995795885719,0.20513445734977728,0.2777241786321006,0.2709583044052125,0.2709583044052125","0.23985271652539586,0.2068952242533367,0.26371494928995787,0.2595858037471771,0.2595858037471771"
QA20CAPR-0105,エジソンが、電球のフィラメントに使ったことで有名な植物は何でしょう?,竹,松ぼっくり,0,,,,,,,,,0.31250039935111995,0.3001985669136046,0.3068020244439442
QA20CAPR-0107,沖縄県では、かつて鍋を洗う時に使ったことから「ナーベラー」とも呼ばれる食べ物は何でしょう?,ヘチマ,"ヘチマです。
",1,,,,,,,,,0.28632140755653446,0.3026211102803546,0.29534166455268807
QA20CAPR-0109,1956年には南半球初のオリンピック開催地となった、オーストラリアの都市はどこでしょう?,メルボルン,メルボルン,1,,,,,,,,,2.0816681711721685e-16,2.0816681711721685e-16,2.0816681711721685e-16
QA20CAPR-0111,史上初めて公式戦で4回転フリップを成功させた男子フィギュアスケーターである、平昌五輪で銀メダルに輝いた日本のフィギュアスケート選手は誰でしょう?,宇野昌磨,"羽生結弦選手です。
",0,,,,,,,,,0.23235386212666895,0.12434296607971257,0.18208683729171815
QA20CAPR-0113,これを達成した時にお金が支払われる保険も存在する、ゴルフで最初の1打がそのままカップインすることを何というでしょう?,ホールインワン,"ホールインワン保険」と言います。
",0,,,,,,,,,0.2388504584630331,0.20611301263173398,0.2267618119716648
QA20CAPR-0115,左手で鋭い突きを繰り出す「牙突」を得意技とする、漫画『るろうに剣心』に登場する実在の剣士は誰でしょう?,斎藤一,瀬田宗次郎,0,,,,,,,,,0.1296262939771023,0.13309713204701806,0.1315033217271176
QA20CAPR-0117,漢字では「金偏に口」と書く、服をとめる時に使うものは何でしょう?,ボタン (服飾),"ボタンです。
",1,,,,,,,,,0.17923494378725718,0.19302002986272176,0.1864265541235608
QA20CAPR-0119,1999年にメキシコシティに第1号店が誕生した、子供たちが色々な職業を体験できるテーマパークといえば何でしょう?,キッザニア,"ユニバーサル・スタジオ・ジャパンです。
",0,,,,,,,,,0.2561590592066444,0.26323636770248404,0.2597866217295327
QA20CAPR-0121,上皿天秤で重さをはかるときに、粉末などを乗せる紙を何というでしょう?,薬包紙,スケールクロス(紙),0,,,,,,,,,0.0603013654549917,0.05274633169174205,0.05744042396545428
QA20CAPR-0123,「マサラムービー」や「ボリウッド映画」といえば、どこの国で作られた映画のことでしょう?,インド,"インド。
",1,,,,,,,,,1.3907750610886449e-08,1.3907750610886449e-08,1.3907750610886449e-08
QA20CAPR-0125,無口で行動的な探偵を主人公とする推理小説の一ジャンルのことを、「固ゆでの卵」を意味する英語で何というでしょう?,ハードボイルド,"エッグ・タイクーン(Egg Tycoon)とは、アメリカの探偵小説のジャンルであり、私立探偵の主人公が事件の謎解きや犯罪の解決に焦点を当てています。
エッグ・タイクーンは、19世紀後半から20世紀初頭にかけて人気を博しました。
エッグ・タイクーンは、私立探偵の主人公が事件の謎解きや犯罪の解決に焦点を当てたアメリカの探偵小説のジャンルです。
","0,0,0",,,,,,,,,"0.3137395699818926,0.3297657907009125,0.34475123286247283","0.1581476410230001,0.28278122941652917,0.2742534418900812","0.2507675071557364,0.30904955665270534,0.31390892664591435"
QA20CAPR-0127,イタリア語で「生クリームを煮た」という意味がある、つるりとした口当たりが特徴的なデザートは何でしょう?,パンナ・コッタ,"フォカッチャ・ディ・ドルチェ・アッラ・ジェラート イタリア料理の定番であるドルチェは、イタリア発祥のデザートです。
イタリアのドルチェには、アイスクリームやシャーベット、プリンなどがあります。
フォカッチャとは、小麦粉と水で作られるイタリアのパンの一種です。
フォカッチャは、イタリア全土やフランス、ドイツなどのヨーロッパ諸国で広く作られています。
","0,1,1,1",,,,,,,,,"0.2230466544628144,0.32483710249265024,0.33001681367556246,0.29816211660703024","0.22171081701914475,0.3312263051668806,0.32413718799749996,0.33627414902051284","0.22392194469769788,0.33432677586873344,0.3378102670113249,0.32488882342974346"
QA20CAPR-0129,秋田の「西馬音内盆踊り」、岐阜の「郡上おどり」と並んで日本三大盆踊りと称される、毎年夏に徳島県で行われる盆踊りといえば何でしょう?,阿波踊り,"阿波踊りです。
",1,,,,,,,,,0.1073493957519526,0.07442110776901323,0.0911834239959721
QA20CAPR-0131,燧ケ岳の溶岩流により只見川がせきとめられてできたとされる湿原で、唱歌『夏の思い出』にも歌われているのは何でしょう?,尾瀬,"尾瀬沼です。
",1,,,,,,,,,0.05545728603998834,0.028738979498545297,0.042648005485535045
QA20CAPR-0133,別名を「日本ダービー」という、皐月賞・菊花賞とともに中央競馬クラシック三冠を構成する重賞競走は何でしょう?,東京優駿,セントライト記念競走,0,,,,,,,,,0.2994088530540465,0.3696976264317829,0.33714239597320617
QA20CAPR-0135,理科実験で使われるガスバーナーにある2つのネジとは、ガス調節ねじと、何調節ねじでしょう?,空気,"パイロットねじです。
",0,,,,,,,,,0.2773350735505419,0.28374606370925864,0.2809573789437617
QA20CAPR-0137,νガンダムやサザビーといったモビルスーツが登場する、1988年に公開された『機動戦士ガンダム』シリーズのアニメ映画は何でしょう?,機動戦士ガンダム 逆襲のシャア,ガンヘッド(1988),0,,,,,,,,,0.33428496917088824,0.3839050710201265,0.3633319099744163
QA20CAPR-0139,日本の場合、生産額ベースでは約7割、カロリーベースでは約4割となっている、国民が消費する食料のうち、国内で生産された割合を指す指数は何でしょう?,食料自給率,"食糧自給率(総合)です。
",1,,,,,,,,,0.1728006879488631,0.14511200785636932,0.16020914514859513
QA20CAPR-0141,シャフトと呼ばれる横棒にプレートと呼ばれる円盤状の重りを付けた、重量挙げに使われる器具は何でしょう?,バーベル,バーベルセット,1,,,,,,,,,2.0816681711721685e-16,2.0816681711721685e-16,2.0816681711721685e-16
QA20CAPR-0143,幕末に来日したアメリカ人医師の名にちなむ、「し」を「shi」、「つ」を「tsu」などとつづるローマ字の表記法を何式ローマ字というでしょう?,ヘボン式ローマ字,サイクリック式ローマ字表記法(S式),0,,,,,,,,,0.3028061985969543,0.4065350423256556,0.36726306279500315
QA20CAPR-0145,さいたま市にホームを置くJリーグチーム・レッズの正式なクラブ名称は何でしょう?,浦和レッドダイヤモンズ,"レッズランドクラブです。
",0,,,,,,,,,0.24870749910672516,0.295344746112823,0.278284509976705
QA20CAPR-0147,1971年放送の第1作では主人公の本郷猛を藤岡弘、が演じた、長く人気を誇る特撮ドラマシリーズは何でしょう?,仮面ライダー,"仮面ライダー(1971-1973)。
",1,,,,,,,,,0.09533453782399509,0.0805320819218954,0.08840949932734202
QA20CAPR-0149,ネルソン・マンデラらが撤廃運動に尽力したことで知られる、南アフリカの人種隔離政策を何というでしょう?,アパルトヘイト,アパルトヘイト制度,1,,,,,,,,,2.0816681711721685e-16,2.0816681711721685e-16,2.0816681711721685e-16
QA20CAPR-0151,パソコンのキーボードの上部についている、「F1」「F2」などと書かれているキーの総称は何でしょう?,ファンクションキー,"ファンクションキーです。
",1,,,,,,,,,0.1542631844679514,0.3017978250980374,0.24251878261566173
QA20CAPR-0153,野球の成績のひとつで、ピッチャーが9回投げた時の自責点の平均を表す数値は何でしょう?,防御率,"3点です。
",0,,,,,,,,,0.08065871397654256,0.17283909718195642,0.13068342208862277
QA20CAPR-0155,戊辰戦争の際に旧幕府軍が立てこもり、現在は函館市を代表する観光地となっている、星形の城郭は何でしょう?,五稜郭,"五稜郭公園です。
",1,,,,,,,,,0.20887721379597995,0.1917263329029087,0.2028315583864851
QA20CAPR-0157,東京23区のうち、名前に「川」という漢字が使われるのは、荒川区、江戸川区とどこでしょう?,品川区,"江東区です。
",0,,,,,,,,,0.06375551819801278,0.08771748344103439,0.07589708367983558
QA20CAPR-0159,人間の体に最も多く含まれる金属である、原子番号20、元素記号Caの元素は何でしょう?,カルシウム,"マンガンです。
",0,,,,,,,,,0.24980843067169212,0.28322291374206465,0.2668961882591244
QA20CAPR-0161,裁判官を裁判するために国会に設けられる裁判所のことを何というでしょう?,裁判官弾劾裁判所,"弾劾裁判所(Straight Commission)です。
",1,,,,,,,,,0.24200299978256296,0.12486392060915673,0.1879441122214004
QA20CAPR-0163,江戸時代の人物・ジョン万次郎の銅像が立っている、高知県にある四国最南端の岬は何でしょう?,足摺岬,足摺岬,1,,,,,,,,,0.21262229283650677,0.2787992755571993,0.24722418189048825
QA20CAPR-0165,ヒトの細胞が行う細胞分裂のうち、体細胞が行うのは体細胞分裂ですが、生殖細胞が行うのは何でしょう?,減数分裂,"精子を作ること。
",0,,,,,,,,,0.25794221560160313,0.24429756402969288,0.25118233760198005
QA20CAPR-0167,数学で、小文字では標準偏差を、大文字では合計を表すギリシャ文字は何でしょう?,Σ,サイクリック・アベレージ・シンボル(SQR),0,,,,,,,,,0.4735256522893903,0.39904546638329874,0.44433543582757257
QA20CAPR-0169,ネイザン・ロードやヴィクトリア・ピークなどの観光名所がある、1997年にイギリスから中国に返還された地域はどこでしょう?,香港,"香港です。
",1,,,,,,,,,0.2577838301658627,0.19089436531066947,0.22578114271163985
QA20CAPR-0171,1979年に大阪・梅田に日本初のものがオープンした、客が箱型の簡易ベッドに入って就寝するタイプのホテルを何というでしょう?,カプセルホテル,"カプセルホテル」です。
",1,,,,,,,,,0.09558255275090587,0.13362863858540897,0.11503035426139865
QA20CAPR-0173,英語では「マジック・スクエア」といわれる、タテ・ヨコ・ナナメの合計が同じ数になるように作られたパズルを何というでしょう?,魔方陣,クロスワードパズル,0,,,,,,,,,2.0816681711721685e-16,2.0816681711721685e-16,2.0816681711721685e-16
QA20CAPR-0175,お笑いコンビ・オリエンタルラジオを中心に結成された、ヒット曲『PERFECT HUMAN』で知られるダンス&ボーカルユニットは何でしょう?,RADIO FISH,"RADIO FISHです。
",1,,,,,,,,,0.26683393319447846,0.2150195062160489,0.24247260491053219
QA20CAPR-0177,体を切られても生き続けることから、「ハンザキ」という別名を持つ天然記念物は何でしょう?,オオサンショウウオ,"マンドリルの骨格標本です。
",0,,,,,,,,,0.30142438809076916,0.2514507850011187,0.2817913154760993
QA20CAPR-0179,2008年に起こった世界的な金融危機のことを、きっかけとなったアメリカの投資銀行の名前から「何ショック」というでしょう?,リーマン・ショック,リーマン・ショック,1,,,,,,,,,0.2135038812955219,0.2622352997461951,0.23927002151807106
QA20CAPR-0181,オランダ語で「ロバ」という意味がある、絵を描くときにキャンバスを立てかける三脚の台を何というでしょう?,イーゼル,"スツール・デ・コルヌ・ロバ・スタンド・セット オランダ語で「ロバ」という意味がある、絵を描くときにキャンバスを立てかける三脚の台を何というでしょうか? スツール・デ・コルヌ・ロバ・スタンド・セットです。
","0,0",,,,,,,,,"0.17792920867602022,0.36868409514427236","0.09527846773465477,0.37630016207694966","0.14075223008791574,0.3804810365041096"
QA20CAPR-0183,宮本武蔵と佐々木小次郎が戦った巌流島、平家滅亡の地・壇ノ浦といえば、山口県の何市にある景勝地でしょう?,下関市,下関市,1,,,,,,,,,0.18145654201507574,0.3718568742275233,0.2905831774075824
QA20CAPR-0185,正式名称を「チャンピオンプレス」という、男性のチリチリにした髪型のことを一般には「何パーマ」というでしょう?,パンチパーマ,チリチリパーマネントヘアスタイル,0,,,,,,,,,0.24403956333796173,0.167034943898519,0.208169760306676
QA20CAPR-0187,フォークダンスの定番『マイム・マイム』は、もともとどこの国の曲でしょう?,イスラエル,"メキシコです。
",0,,,,,,,,,0.2942061463991807,0.30896877845128395,0.3039917031923927
QA20CAPR-0189,イタリアの都市ヴェローナを舞台に、モンタギュー家とキャピュレット家に生まれた男女の悲恋を描いた、シェイクスピアの悲劇は何でしょう?,ロミオとジュリエット,ロミオとジュリエット,1,,,,,,,,,2.0816681711721685e-16,2.0816681711721685e-16,2.0816681711721685e-16
QA20CAPR-0191,1853年から56年までウクライナ地方を中心として起こった、白衣の天使・ナイチンゲールが活躍したことでも知られる戦争は何でしょう?,クリミア戦争,クリミア戦争,1,,,,,,,,,0.0035278260707857084,0.004314070940017886,0.003926201661427972
QA20CAPR-0193,JRAでは使える色は4色までと決められている、競馬の騎手がレースで着用する服を何というでしょう?,勝負服 (競馬),ジョッキーベスト,0,,,,,,,,,0.23775625030199676,0.3146460036436717,0.2798408389091493
QA20CAPR-0195,日本人では1974年に佐藤栄作元首相が受賞した、ノーベル賞の中では唯一学問以外のことが対象となっている賞は何でしょう?,ノーベル平和賞,経済学メダル,0,,,,,,,,,0.1210948705673216,0.09819281697273215,0.10989512801170301
