qid,question,answer,generated_answer,num_sentences,factuality,query,score_pr,score_re,score_f1,pr_score,re_score,f1_score
QA20CAPR-0059,NHKの大河ドラマ『花燃ゆ』で、主人公の杉文を演じた女優は誰でしょう?,井上真央,井上真央さんです。,1,1,,,,,0.021936043103536154,0.014383304119110221,0.01833707491556809
QA20CAPR-0061,高さ170cmと250cmの2本の鉄棒を使用する、女子のみで行われる体操競技は何でしょう?,段違い平行棒,ゆか競技です。,1,0,,,,,0.1734203159809115,0.16310577193895998,0.17066941261291532
QA20CAPR-0063,「満月」を意味する名前がついた、もち米を焼いた皮に餡を詰めた和菓子は何でしょう?,最中,月餅(げっちん)。,1,0,,,,,0.2667952636877695,0.2173662722110745,0.24557957053184512
QA20CAPR-0065,一段進めた香車の下に王を入れて、周りを金や銀で守り固める将棋の戦法を、ある動物の名前をとって何というでしょう?,穴熊囲い,象牙将棋」と言います。,1,0,,,,,0.12539017200469957,0.13314899603525795,0.1302608013153075
QA20CAPR-0067,水平型、こま型などの種類がある、太陽の方向によってできる影を利用した時計は何でしょう?,日時計,振り子時計です。,1,0,,,,,0.2636931896209717,0.27546036243438704,0.27139975627263396
QA20CAPR-0069,フランス語で「稲妻」という意味がある、細長いシュークリームにチョコレートをかけたお菓子は何でしょう?,エクレア,フォレ・ノワール,1,0,,,,,0.23442093729972824,0.27757350007692955,0.25758568445841484
QA20CAPR-0071,サッカーで、前線の選手が敵を背にした状態で味方からのパスを貰い、攻撃の起点となるプレーを何というでしょう?,ポストプレー,クロスオーバープレー(CK)。,1,0,,,,,0.2615775982538858,0.27102270722389216,0.26693771878878275
QA20CAPR-0073,ギリシャ語の「暴君」と「とかげ」を合成した名前を持つ、約6550万年前に絶滅した史上最大級の肉食恐竜は何でしょう?,ティラノサウルス,ティラノサウルス・レックス,1,1,,,,,0.03314966956774414,0.03376242915789306,0.03357697923978193
QA20CAPR-0075,海外では「ジャパニーズヨーグルト」とも呼ばれる、米麹や酒粕から作られる伝統的な甘味飲料は何でしょう?,甘酒,甘酒です。,1,1,,,,,0.15389583905537924,0.18654018044471748,0.17166641155878706
QA20CAPR-0077,縁結びの神とされる大国主が祭られており、毎年旧暦10月に全国の神様が集まるとされる島根県の神社はどこでしょう?,出雲大社,出雲大社,1,1,,,,,0.023456172148386703,0.03887371023496005,0.032046753168106255
QA20CAPR-0079,車体に漫画やアニメのキャラクターなどの装飾を施した自動車のことを、俗に何というでしょう?,痛車,痛車(いたしゃ)と呼ばれています。,1,1,,,,,0.1528945525487266,0.15294866760571793,0.1553293367226917
QA20CAPR-0081,「白あえ」にも使われる、絹ごし、木綿などの種類がある食材は何でしょう?,豆腐,豆腐です。,1,1,,,,,0.04047250548998537,0.0326621492703758,0.03818665941556292
QA20CAPR-0083,チェコにある温泉・カールスバートと似た泉質であったことから名が付いた、北海道の登別市にある温泉は何でしょう?,カルルス温泉,大湯沼,1,0,,,,,0.17734201947847994,0.20335438847541826,0.19122772812843344
QA20CAPR-0085,1907年に日本広告と日本電報通信社が合併して出来た、日本最大の広告代理店は何でしょう?,電通,博報堂DYホールディングスです。,1,0,,,,,0.13996700644493118,0.10230251351992298,0.12226993242899556
QA20CAPR-0087,1セット28枚からなり、本来は「メキシカントレイン」や「ブロック」など様々な遊び方があるが、日本ではたくさん並べて倒すという使い方でほぼ楽しまれている遊具は何でしょう?,ドミノ,ジェンガ。,1,0,,,,,0.02708854873975125,0.03687045574188226,0.032166655858357804
QA20CAPR-0089,古代中国では太陽に住んでいるカラスの姿だとされていた、太陽の表面で周りより温度が低く色が違って見える点を何というでしょう?,太陽黒点,彩雲(さいうん),1,0,,,,,0.295267105102539,0.33623245755831405,0.31857481797536225
QA20CAPR-0091,原子番号99の元素にもその名を残す、「光電効果」の説明や「特殊相対性理論」の提唱などの業績で知られる科学者は誰でしょう?,アルベルト・アインシュタイン,アーネスト・ラザフォード,1,0,,,,,0.14912244280179343,0.17062136133511846,0.16056739091873157
QA20CAPR-0093,雑誌などで発表せず、直接単行本などで出版される小説のことを何というでしょう?,書き下ろし,オフ・ザ・ウォール(壁の向こう側)。 これは、アメリカの作家ラリー・フリントによって初めて書かれ、後に広く認知された小説です。 この本は、冷戦中のアメリカとソ連の対立を、両国の視点から描いたものです。,3,"0,0,0",,,,,"0.33137497703234364,0.33191548387209524,0.3402792533238728","0.30992283423741673,0.3148610015710196,0.3526520689328511","0.32350327968597403,0.3267450590928396,0.3495116670926411"
QA20CAPR-0095,ドイツの教師リヒャルト・シルマンが提唱し世界に広まった、旅行者が格安で利用できる宿泊所を何というでしょう?,ユースホステル,ユースホステル,1,1,,,,,0.151550086339315,0.19790856838226323,0.17638302445411688
QA20CAPR-0097,ラテン語で「走る人」という意味の言葉に由来する、パソコンで文字を入力する場所を示す線や記号を何というでしょう?,カーソル,TABLECONTEXT(タブコントロール)といいます。,1,0,,,,,0.2375587821006775,0.23451085885365808,0.2377534329891206
QA20CAPR-0099,かつてイギリスで活字の大きさを宝石の名前で呼んでいたことに由来する、印刷用語で難しい漢字などにつけられるふりがなを何というでしょう?,ルビ,ルビを振ること。,1,0,,,,,0.23920618891716014,0.26640729705492666,0.2539893329143523
QA20CAPR-0101,これを好んで食べたフランスの作家がその名の由来である、牛のヒレ肉の中でも中心にある最高級の部位を何というでしょう?,シャトーブリアンステーキ,シャトーブリアン」とは、フランス料理において、牛肉の中で最も柔らかく風味豊かな部分です。この部位は、ステーキやローストビーフなどの高級な料理によく使われる人気のある部位です。,2,"1,1",,,,,"0.3510275999704999,0.35855694810549404","0.2887956996758781,0.32064089576403315","0.3234767357508341,0.3413881123065945"
QA20CAPR-0103,食事において、気分を変えたり口をさっぱりさせたりするために出されるちょっとしたおかずのことを、ある食器の名を用いた表現で何というでしょう?,箸休め,小鉢料理(small plate dish)とは、小さな容器に詰められた料理のことです。このタイプの料理は、主に副菜や付け合わせとして提供されます。副菜とは、主菜の後に出されるおかずの一種です。小鉢料理は、主に副菜や付け合わせとして提供されます。,4,"0,0,0,0",,,,,"0.2986106296380362,0.3193635543187459,0.30728317101796465,0.2993325809637704","0.30865448415279395,0.3224235117435455,0.33388382395108546,0.2995484650135038","0.30541355808575915,0.3244860629240673,0.32280519406000774,0.30392008225123085"
QA20CAPR-0105,エジソンが、電球のフィラメントに使ったことで有名な植物は何でしょう?,竹,キク科の植物であるフィカス・プミラです。,1,0,,,,,0.3116616030534108,0.2763842304547626,0.29653175274531063
QA20CAPR-0107,沖縄県では、かつて鍋を洗う時に使ったことから「ナーベラー」とも呼ばれる食べ物は何でしょう?,ヘチマ,ヘチマです。,1,1,,,,,0.21735492149988822,0.22404106656710288,0.22156333724657695
QA20CAPR-0109,1956年には南半球初のオリンピック開催地となった、オーストラリアの都市はどこでしょう?,メルボルン,メルボルン,1,1,,,,,0.01263367136319498,0.019932579994201838,0.016444339354833144
QA20CAPR-0111,史上初めて公式戦で4回転フリップを成功させた男子フィギュアスケーターである、平昌五輪で銀メダルに輝いた日本のフィギュアスケート選手は誰でしょう?,宇野昌磨,宇野昌磨,1,1,,,,,0.07118052442868555,0.07923547029495243,0.0754876792430878
QA20CAPR-0113,これを達成した時にお金が支払われる保険も存在する、ゴルフで最初の1打がそのままカップインすることを何というでしょう?,ホールインワン,ホールインワン保険と呼ばれています。,1,0,,,,,0.15418982307116202,0.15818237860997522,0.15709463556607578
QA20CAPR-0115,左手で鋭い突きを繰り出す「牙突」を得意技とする、漫画『るろうに剣心』に登場する実在の剣士は誰でしょう?,斎藤一,瀬田宗次郎,1,0,,,,,0.1578582207361857,0.18758967717488628,0.17405143976211557
QA20CAPR-0117,漢字では「金偏に口」と書く、服をとめる時に使うものは何でしょう?,ボタン (服飾),ボタンです。,1,1,,,,,0.13752162257830314,0.17223640282948807,0.15569967428843184
QA20CAPR-0119,1999年にメキシコシティに第1号店が誕生した、子供たちが色々な職業を体験できるテーマパークといえば何でしょう?,キッザニア,コカ・コーラ・パークです。,1,0,,,,,0.23037889798482247,0.25943515300750714,0.24641772309939064
QA20CAPR-0121,上皿天秤で重さをはかるときに、粉末などを乗せる紙を何というでしょう?,薬包紙,スケールクロス(スケールクロス),1,0,,,,,0.29038648009300244,0.28344045480092384,0.28708529074986777
QA20CAPR-0123,「マサラムービー」や「ボリウッド映画」といえば、どこの国で作られた映画のことでしょう?,インド,インドとパキスタンです。,1,0,,,,,0.18999909361203543,0.13325274785359711,0.16722968220710746
QA20CAPR-0125,無口で行動的な探偵を主人公とする推理小説の一ジャンルのことを、「固ゆでの卵」を意味する英語で何というでしょう?,ハードボイルド,エッグ・タイラバ・ミステリーズ(Egg Tirajam)とは、イギリスの作家ジョン・コノリーによる推理小説のシリーズです。エッグ・タイラバ・ミステリーズは、私立探偵のエッグ・タイラバが、犯罪現場の調査や謎解きを通じて事件を解決する様子を描いています。エッグ・タイラバ・ミステリーズの作品は、イギリスやアメリカを中心に広く愛されています。,3,"0,0,0",,,,,"0.3249031603336333,0.3278170982996621,0.3173466662565864","0.2954746166865031,0.2751121719678241,0.2888580282529194","0.31347250938415533,0.30547532240549724,0.30746826330820726"
QA20CAPR-0127,イタリア語で「生クリームを煮た」という意味がある、つるりとした口当たりが特徴的なデザートは何でしょう?,パンナ・コッタ,ドルチェ・アッラ・ジェラート イタリア料理の定番であるドルチェ・アッラ・ジェラートは、イタリア発祥のアイスクリームの一種です。 このタイプのアイスクリームは、通常、牛乳と卵から作られます。 主な材料には、砂糖、水、牛乳が含まれています。,3,"0,0,0",,,,,"0.3066848695278167,0.3024347484111788,0.3146489679813386","0.26914967497189834,0.3090586026509605,0.33801395893096875","0.2916411658128103,0.30721198221047696,0.32848975956439985"
QA20CAPR-0129,秋田の「西馬音内盆踊り」、岐阜の「郡上おどり」と並んで日本三大盆踊りと称される、毎年夏に徳島県で行われる盆踊りといえば何でしょう?,阿波踊り,阿波踊り,1,1,,,,,0.06795007586479207,0.08480694095293678,0.07683045466740929
QA20CAPR-0131,燧ケ岳の溶岩流により只見川がせきとめられてできたとされる湿原で、唱歌『夏の思い出』にも歌われているのは何でしょう?,尾瀬,尾瀬沼です。,1,1,,,,,0.05698455969492613,0.0498269100983939,0.05379930337270119
QA20CAPR-0133,別名を「日本ダービー」という、皐月賞・菊花賞とともに中央競馬クラシック三冠を構成する重賞競走は何でしょう?,東京優駿,東京優駿競走(日本ダービー),1,1,,,,,0.14109994173049906,0.10626238187154172,0.1247058709462482
QA20CAPR-0135,理科実験で使われるガスバーナーにある2つのネジとは、ガス調節ねじと、何調節ねじでしょう?,空気,パイロットねじです。,1,0,,,,,0.19996273716290788,0.1994712730248769,0.20023803114891064
QA20CAPR-0137,νガンダムやサザビーといったモビルスーツが登場する、1988年に公開された『機動戦士ガンダム』シリーズのアニメ映画は何でしょう?,機動戦士ガンダム 逆襲のシャア,天空の城ラピュタです。,1,0,,,,,0.2494017561276753,0.26269916693369577,0.25781762798627234
QA20CAPR-0139,日本の場合、生産額ベースでは約7割、カロリーベースでは約4割となっている、国民が消費する食料のうち、国内で生産された割合を指す指数は何でしょう?,食料自給率,米の生産高比率」です。,1,0,,,,,0.19300452669461546,0.2097386121749877,0.20224929253260282
QA20CAPR-0141,シャフトと呼ばれる横棒にプレートと呼ばれる円盤状の重りを付けた、重量挙げに使われる器具は何でしょう?,バーベル,バーベルセットです。,1,1,,,,,0.07281126578648885,0.0629740476608276,0.06900769869486503
QA20CAPR-0143,幕末に来日したアメリカ人医師の名にちなむ、「し」を「shi」、「つ」を「tsu」などとつづるローマ字の表記法を何式ローマ字というでしょう?,ヘボン式ローマ字,シグネチャー・メソッド(signature program)。 シグネチャー・メソッドとは、外来語や方言などの発音の難しい単語を正しく書くための方法です。 シグネチャー・メソッドは、外来語の発音の難しさを減らすために使用されます。 シグネチャー・メソッドは、外来語だけでなく、日本語の方言や方言も正しく書くことができます。,4,"0,0,0,0",,,,,"0.39604749480883267,0.389199729760488,0.39278127551078773,0.3800489485263825","0.3753120034933091,0.35511414408683795,0.3431725134452185,0.35103080272674525","0.3878029018640519,0.3746558507283529,0.371591477592786,0.36761798063913975"
QA20CAPR-0145,さいたま市にホームを置くJリーグチーム・レッズの正式なクラブ名称は何でしょう?,浦和レッドダイヤモンズ,レッズランドです。,1,0,,,,,0.20086058378219596,0.261427625020345,0.23419287403424602
QA20CAPR-0147,1971年放送の第1作では主人公の本郷猛を藤岡弘、が演じた、長く人気を誇る特撮ドラマシリーズは何でしょう?,仮面ライダー,仮面ライダー(1971-1973) 仮面ライダー(1972-1974) 仮面ライダースーパー1(1974-1975) 仮面ライダーJ(1974-1975) 仮面ライダークウガ(2000-2001) 仮面ライダーディケイド(2009-2011) 仮面ライダージオウ(2018-2019) 仮面ライダーセイバー(2021-2022) 仮面ライダーゼロワン(2022-2023) 仮面ライダーセイバー アスガルド編(2022-2023) 仮面ライダージオウトリニティフォーム(2022-2023) 仮面ライダーセイバー アナザーワールド(2022-2023) 仮面ライダーセイバー ライジングドラゴンフォーム(2022-2023) 仮面ライダーセイバー ストライクドラゴンフォーム(2022-2023) 仮面ライダーセイバー ワンダーランドフォーム(2022-2023) 仮面ライダーセイバー,1,0,,,,,0.30530733863512677,0.23182831406593346,0.2720607062180838
QA20CAPR-0149,ネルソン・マンデラらが撤廃運動に尽力したことで知られる、南アフリカの人種隔離政策を何というでしょう?,アパルトヘイト,アパルトヘイト制度,1,0,,,,,0.027079270283381376,0.04825672109921785,0.0393999914328259
QA20CAPR-0151,パソコンのキーボードの上部についている、「F1」「F2」などと書かれているキーの総称は何でしょう?,ファンクションキー,ファンクションキーと呼ばれています。これらは、コンピューターのさまざまな機能を実行するために使用されます。たとえば、画面上のテキストを選択したり、スクリーンショットを撮ったりすることができます。また、ファイルやフォルダを開いたり閉じたりすることもできます。,4,"1,1,0,0",,,,,"0.10311864813168878,0.23995227416356418,0.2829197665055594,0.2896079063415528","0.062079972028732416,0.22774626215298993,0.266087466478348,0.2789902945359552","0.08386683066685972,0.23479696512222317,0.27612622578938806,0.2886807898680368"
QA20CAPR-0153,野球の成績のひとつで、ピッチャーが9回投げた時の自責点の平均を表す数値は何でしょう?,防御率,3点です。,1,0,,,,,0.12803491552670798,0.13964902559916184,0.13446679115295393
QA20CAPR-0155,戊辰戦争の際に旧幕府軍が立てこもり、現在は函館市を代表する観光地となっている、星形の城郭は何でしょう?,五稜郭,五稜郭,1,1,,,,,0.07357324361801162,0.13226442138353997,0.10595052043596914
QA20CAPR-0157,東京23区のうち、名前に「川」という漢字が使われるのは、荒川区、江戸川区とどこでしょう?,品川区,江東区です。,1,0,,,,,0.059425308307011884,0.05743252635002137,0.05868656237920121
QA20CAPR-0159,人間の体に最も多く含まれる金属である、原子番号20、元素記号Caの元素は何でしょう?,カルシウム,マンガンです。,1,0,,,,,0.11962880889574726,0.10801849365234417,0.11483392119407695
QA20CAPR-0161,裁判官を裁判するために国会に設けられる裁判所のことを何というでしょう?,裁判官弾劾裁判所,弾劾裁判所(Con訴追)。弾劾とは、公務員の職務怠慢や不正行為などを理由に、政府機関から罷免される制度です。弾劾裁判所は、通常、最高裁判所長官によって任命されます。,3,"0,1,0",,,,,"0.19774604042371116,0.2695408085982006,0.19824752211570754","0.25256537000338225,0.2645079513390857,0.21868023077646923","0.22913994789123518,0.2683980067571003,0.21533666054407766"
QA20CAPR-0163,江戸時代の人物・ジョン万次郎の銅像が立っている、高知県にある四国最南端の岬は何でしょう?,足摺岬,足摺岬,1,1,,,,,0.10197097261746729,0.12722638448079446,0.11559397776921602
QA20CAPR-0165,ヒトの細胞が行う細胞分裂のうち、体細胞が行うのは体細胞分裂ですが、生殖細胞が行うのは何でしょう?,減数分裂,精子と卵子。,1,0,,,,,0.17814115881919856,0.20970785220464044,0.19592114289601648
QA20CAPR-0167,数学で、小文字では標準偏差を、大文字では合計を表すギリシャ文字は何でしょう?,Σ,σ(シグマ)です。,1,1,,,,,0.22955277760823586,0.22819839318593366,0.23060745795567847
QA20CAPR-0169,ネイザン・ロードやヴィクトリア・ピークなどの観光名所がある、1997年にイギリスから中国に返還された地域はどこでしょう?,香港,香港,1,1,,,,,0.10338981151580806,0.13129188815752665,0.11824786663055444
QA20CAPR-0171,1979年に大阪・梅田に日本初のものがオープンした、客が箱型の簡易ベッドに入って就寝するタイプのホテルを何というでしょう?,カプセルホテル,カプセルホテル」です。,1,1,,,,,0.09096285899480203,0.10464927156766274,0.09864425857861858
QA20CAPR-0173,英語では「マジック・スクエア」といわれる、タテ・ヨコ・ナナメの合計が同じ数になるように作られたパズルを何というでしょう?,魔方陣,クロスワードパズル,1,0,,,,,0.08717486262321494,0.09463379184404999,0.09107468326886498
QA20CAPR-0175,お笑いコンビ・オリエンタルラジオを中心に結成された、ヒット曲『PERFECT HUMAN』で知られるダンス&ボーカルユニットは何でしょう?,RADIO FISH,RADIO FISHです。,1,1,,,,,0.1261175433794658,0.15267051060994466,0.14115667939186088
QA20CAPR-0177,体を切られても生き続けることから、「ハンザキ」という別名を持つ天然記念物は何でしょう?,オオサンショウウオ,マンドリルの骨格標本,1,0,,,,,0.27295787930488585,0.3018161833286283,0.2888624489307404
QA20CAPR-0179,2008年に起こった世界的な金融危機のことを、きっかけとなったアメリカの投資銀行の名前から「何ショック」というでしょう?,リーマン・ショック,リーマン・ブラザーズ証券会社破綻 2008年9月15日に、アメリカの投資銀行であるリーマン・ブラザーズ証券会社が破綻しました。これにより、世界的な金融危機が発生しました。この金融危機は、アメリカや他の国々の株式市場に影響を与え、経済にも深刻な打撃を与えました。,3,"0,1,1",,,,,"0.3145060340563458,0.2963650027910871,0.3630875845750172","0.27326423327128097,0.3163222054640454,0.32165828744570407","0.29516600966453554,0.30881329973538707,0.3434815625349681"
QA20CAPR-0181,オランダ語で「ロバ」という意味がある、絵を描くときにキャンバスを立てかける三脚の台を何というでしょう?,イーゼル,ロッキングチェアスタンド,1,0,,,,,0.21291395823160794,0.23418651620546993,0.22413337032000236
QA20CAPR-0183,宮本武蔵と佐々木小次郎が戦った巌流島、平家滅亡の地・壇ノ浦といえば、山口県の何市にある景勝地でしょう?,下関市,下関市,1,1,,,,,0.16273295879364,0.22977297306060773,0.20067552526791893
QA20CAPR-0185,正式名称を「チャンピオンプレス」という、男性のチリチリにした髪型のことを一般には「何パーマ」というでしょう?,パンチパーマ,チリチリパーマネント,1,0,,,,,0.13689397573471057,0.17933005889256806,0.16064527233441686
QA20CAPR-0187,フォークダンスの定番『マイム・マイム』は、もともとどこの国の曲でしょう?,イスラエル,ドイツです。この曲は、ドイツのフォークダンスの伝統に深く根ざした曲で、多くの国々で演奏されています。,2,"0,0",,,,,"0.2266448497772216,0.3434619188308713","0.29104718963305176,0.29549524386723836","0.2621597389380137,0.3221557716528576"
QA20CAPR-0189,イタリアの都市ヴェローナを舞台に、モンタギュー家とキャピュレット家に生まれた男女の悲恋を描いた、シェイクスピアの悲劇は何でしょう?,ロミオとジュリエット,ロミオとジュリエット,1,1,,,,,0.031452556451162045,0.051458086570104075,0.042337250709533855
