serial_number,qid,query,sample
24,QA20CAPR-0001,和名をハダカカメガイといい、実は巻き貝の一種とされている、その姿から「流氷の天使」と呼ばれる動物は何でしょう?,マンタ
25,QA20CAPR-0001,和名をハダカカメガイといい、実は巻き貝の一種とされている、その姿から「流氷の天使」と呼ばれる動物は何でしょう?,カワウソ
26,QA20CAPR-0001,和名をハダカカメガイといい、実は巻き貝の一種とされている、その姿から「流氷の天使」と呼ばれる動物は何でしょう?,マンタ
27,QA20CAPR-0001,和名をハダカカメガイといい、実は巻き貝の一種とされている、その姿から「流氷の天使」と呼ばれる動物は何でしょう?,マンタ
28,QA20CAPR-0001,和名をハダカカメガイといい、実は巻き貝の一種とされている、その姿から「流氷の天使」と呼ばれる動物は何でしょう?,マンタ
29,QA20CAPR-0001,和名をハダカカメガイといい、実は巻き貝の一種とされている、その姿から「流氷の天使」と呼ばれる動物は何でしょう?,マンタ
30,QA20CAPR-0003,作家のルスティケロが、マルコ・ポーロから聞いた話をまとめた作品といえば何でしょう?,東方見聞録 マルコ・ポーロは、ヴェネツィア出身のイタリア人貿易商兼探検家であり、15世紀後半に中国や日本を訪れたことで広く知られています。彼は、東方見聞録の中で、アジアや日本の文化や社会について多くの記述を残しています。この本は、ヨーロッパと東アジアの間を往復した旅行者によって書かれたものです。マルコ・ポーロは、中国や日本への旅を通じて、アジアや日本の社会や文化の発展に関する重要な情報を収集しました。東方見聞録は、ヨーロッパと東アジアの間の重要な文化的交流の重要な記録です。
31,QA20CAPR-0003,作家のルスティケロが、マルコ・ポーロから聞いた話をまとめた作品といえば何でしょう?,東方見聞録 作者はマルコ・ポーロ。彼は中国や日本を訪れた際に、多くの文化的な影響や物事を発見しました。マルコ・ポーロは、中国や日本の文化や社会の発展に強い影響を与え、その後のヨーロッパにおける文化の発展にも重要な役割を果たしています。東方見聞録は、マルコ・ポーロによって書かれた旅行記で、世界の大部分を広く紹介しています。この作品は、ヨーロッパとアジアの間に位置する広大な地域である西地中海の探検について書かれています。
32,QA20CAPR-0003,作家のルスティケロが、マルコ・ポーロから聞いた話をまとめた作品といえば何でしょう?,東方見聞録 作者はマルコ・ポーロ。 マルコ・ポーロは、1453年に生まれ、1547年に亡くなったイタリアの外交官兼探検家です。彼は、アジアやヨーロッパを旅し、多くの旅行記や著作を残しました。彼の作品は、東洋と西洋の両方に広く読まれています。東方見聞録は、マルコ・ポーロによって書かれた旅行記で、世界の大部分を網羅しています。この作品は、東洋と西洋の両方で広く読まれています。
33,QA20CAPR-0003,作家のルスティケロが、マルコ・ポーロから聞いた話をまとめた作品といえば何でしょう?,東方見聞録 作者:マルコ・ポーロ 出版者:ヴェネツィア イタリア 1543年 出版日:1552年4月26日 印刷所:ヴェネツィア 著者:マルコ・ポーロ 出版社:ヴェネツィア 著者:マルコ・ポーロ 出版者:ヴェネツィア 著者:マルコ・ポーロ 出版日:1552年4月26日 印刷所:ヴェネツィア 著者:マルコ・ポーロ 出版者:ヴェネツィア 著者:マルコ・ポーロ 出版日:1552年4月26日 印刷所:ヴェネツィア 著者:マルコ・ポーロ 出版者
34,QA20CAPR-0003,作家のルスティケロが、マルコ・ポーロから聞いた話をまとめた作品といえば何でしょう?,東方見聞録 作者:マルコ・ポーロ 出版者:ヴェネツィア イタリア 15世紀後半 著者:ルスティケロ マルコ・ポーロは、東方見聞録の中で、ヴェネツィアと中国の間を往復した貿易商人として描かれています。彼は、中国の皇帝に献上するために、大量の金や銀を持ち帰ったとされています。マルコ・ポーロは、ヴェネツィアの商人であり、貿易商でもありました。マルコ・ポーロは、ヴェネツィアと中国の間に往復し、大量の金や銀を持ち帰りました。マルコ・ポーロは、ヴェネツィアと中国の間の貿易において重要な役割を果たしていました。
35,QA20CAPR-0003,作家のルスティケロが、マルコ・ポーロから聞いた話をまとめた作品といえば何でしょう?,東方見聞録 マルコ・ポーロは、1453年8月26日にヴェネツィアに到着し、ヴェネツィアの港から中国へ向けて出発しました。彼は、ヴェネツィアの港から中国の沿岸都市への航海中に、多くのヨーロッパ人や中国人と交流しました。マルコ・ポーロは、ヴェネツィアの港から中国への航海中に、多くのヨーロッパ人や中国人と交流しました。マルコ・ポーロは、ヴェネツィアの港から中国への航海中に、多くのヨーロッパ人や中国人と交流しました。マルコ・ポーロは、ヴェネツィアの港から中国への航海中に、多くのヨーロッパ人や中国人
36,QA20CAPR-0003,作家のルスティケロが、マルコ・ポーロから聞いた話をまとめた作品といえば何でしょう?,東方見聞録 作者はマルコ・ポーロ。 マルコ・ポーロは、1453年に生まれ、1547年に亡くなったイタリアの外交官兼探検家です。彼は、アジアやヨーロッパを旅し、多くの旅行記や著作を残しました。彼の作品は、東洋と西洋の文化や社会の発展に重要な役割を果たしています。東方見聞録は、マルコ・ポーロによって書かれた作品で、東洋とヨーロッパの文化や社会の発展について書かれています。
37,QA20CAPR-0003,作家のルスティケロが、マルコ・ポーロから聞いた話をまとめた作品といえば何でしょう?,東方見聞録 作者はマルコ・ポーロ。 マルコ・ポーロは、1453年に生まれ、1522年に亡くなったイタリアの外交官兼探検家です。彼は、アジアやヨーロッパの大部分を広く旅し、多くの国々を訪れました。彼の旅行記は、中国や日本などの東アジアの国々について多くを語っています。この作品は、マルコ・ポーロによって書かれた東方見聞録という本にまとめられています。
38,QA20CAPR-0003,作家のルスティケロが、マルコ・ポーロから聞いた話をまとめた作品といえば何でしょう?,東方見聞録 作者はマルコ・ポーロ。 マルコ・ポーロは、1453年に生まれ、1547年に亡くなりました。 東方見聞録とは、イタリアの貿易商によって書かれた旅行記です。 マルコ・ポーロは、アジアやヨーロッパを旅し、多くの国々を訪れました。 彼は、中国や日本などの国々について書き、それらの国の文化や習慣を広く紹介しました。 東方見聞録は、世界的なベストセラーとなり、多くの人々に愛されています。
39,QA20CAPR-0003,作家のルスティケロが、マルコ・ポーロから聞いた話をまとめた作品といえば何でしょう?,東方見聞録 作者:マルコ・ポーロ 出版者:ヴェネツィア 出版社:マルコ・ポーロ社 マルコ・ポーロは、1453年に生まれ、1547年に亡くなりました。彼はイタリアの商人であり、外交官でもありました。彼の作品は、ヴェネツィアやイタリア全土に広く流布しました。マルコ・ポーロは、東方見聞録を書き、その中で世界の大部分を描写しました。この作品は、ヨーロッパとアジアの両方に広まり、多くの人々によって愛され、高く評価されています。
40,QA20CAPR-0003,作家のルスティケロが、マルコ・ポーロから聞いた話をまとめた作品といえば何でしょう?,東方見聞録 マルコ・ポーロは、ヴェネツィア出身のイタリア人貿易商兼探検家であり、13世紀後半に中国や日本を訪れたことで広く知られています。彼は、アジアや日本の文化や社会の発展に関する多くの著作を残しました。彼の作品は、ヨーロッパと東アジアの間における文化的交流の重要な側面を強調しています。マルコ・ポーロは、東方見聞録の中で、日本や中国の豊かな文化や社会の発展について書き記しました。この本は、東アジアの植民地化や侵略の歴史において重要な役割を果たし、今日でも高く評価されています。
41,QA20CAPR-0003,作家のルスティケロが、マルコ・ポーロから聞いた話をまとめた作品といえば何でしょう?,東方見聞録 マルコ・ポーロは、1453年8月26日にヴェネツィアに到着し、ヴェネツィアの港から中国に向けて出発しました。彼は、東方見聞録の中で、ヴェネツィアやその周辺の国々について多くの情報を伝えています。マルコ・ポーロは、ヴェネツィアの港から中国に向かって旅をし、その後、日本にも訪れました。マルコ・ポーロは、日本や中国の文化や歴史についても多くの情報を持っていました。マルコ・ポーロは、東方見聞録の中で、日本や中国の文化や歴史について多くの情報を伝えています。
42,QA20CAPR-0003,作家のルスティケロが、マルコ・ポーロから聞いた話をまとめた作品といえば何でしょう?,東方見聞録 作者はマルコ・ポーロ。 マルコ・ポーロは、1453年に生まれ、ヴェネツィアに定住しました。 彼は、東方見聞録を書き始めました。 この作品は、ヨーロッパやアジアの国々を旅した旅行者によって書かれました。 この作品は、東洋の文化や歴史について広く読まれています。
43,QA20CAPR-0003,作家のルスティケロが、マルコ・ポーロから聞いた話をまとめた作品といえば何でしょう?,東方見聞録 作者:マルコ・ポーロ 出版者:ヴェネツィア イタリア 1543年 著者:ルスティケロ マルコ・ポーロは、ヴェネツィアに滞在し、東方見聞録を書きました。彼は、中国や日本などの国々を旅し、その国の文化や歴史について書きました。この本は、ヨーロッパで広く読まれ、東洋の国々への興味をかき立てました。
44,QA20CAPR-0003,作家のルスティケロが、マルコ・ポーロから聞いた話をまとめた作品といえば何でしょう?,東方見聞録 作者:マルコ・ポーロ 出版者:ヴェネツィア 出版社:マルコ・ポーロ社 マルコ・ポーロは、1453年に生まれ、1547年に亡くなりました。彼は生涯の大半をヴェネツィアで過ごしました。彼は、東方見聞録を書き、その中で中国や日本について書きました。この作品は、東洋の国々に旅行したイタリア人の体験に基づいています。マルコ・ポーロは、東洋の国々を旅し、その国々の文化や歴史を学びました。この作品は、東洋の国々を訪れたイタリアの旅行家によって書かれました。
45,QA20CAPR-0003,作家のルスティケロが、マルコ・ポーロから聞いた話をまとめた作品といえば何でしょう?,東方見聞録 作者:マルコ・ポーロ 出版者:ヴェネツィア 出版社:マルコ・ポーロ社 マルコ・ポーロは、ヴェネツィア出身のイタリアの探検家であり、15世紀後半にヨーロッパやアジアを旅しました。彼は、東方見聞録という著作を著し、世界の大部分について広く紹介しました。この本は、東洋と西洋の両方の文化や社会の発展に関する重要な情報を含んでいます。
46,QA20CAPR-0003,作家のルスティケロが、マルコ・ポーロから聞いた話をまとめた作品といえば何でしょう?,東方見聞録 作者はマルコ・ポーロ。 マルコ・ポーロは、1453年に生まれ、ヴェネツィアに定住しました。 彼は、東方見聞録を書き始めました。 この作品は、ヨーロッパやアジアの国々を旅した旅行者によって書かれました。 この作品は、東洋の文化や歴史について多くの情報を含んでいます。 マルコ・ポーロは、東方見聞録の中で、中国や日本を訪れたこと、そしてそれらの国々が世界の中心であると主張しています。 この作品は、東洋の文化や歴史についての多くの情報を含んでいます。
47,QA20CAPR-0003,作家のルスティケロが、マルコ・ポーロから聞いた話をまとめた作品といえば何でしょう?,東方見聞録 作者:マルコ・ポーロ 出版者:ヴェネツィア 出版社:マルコ・ポーロの死後に出版された。 マルコ・ポーロは、1453年3月26日に亡くなりました。 マルコ・ポーロは、ヴェネツィア出身のイタリア人です。 マルコ・ポーロは、東方見聞録を書き、その中でヴェネツィアを世界の中心として描いています。 マルコ・ポーロは、ヴェネツィアで生まれ、生涯の大半をそこで過ごしました。 マルコ・ポーロは、ヴェネツィアの名門の家に生まれました。 マルコ・ポーロは、ヴェネツィアの名門の家に生まれました。 マルコ・
48,QA20CAPR-0003,作家のルスティケロが、マルコ・ポーロから聞いた話をまとめた作品といえば何でしょう?,東方見聞録 作者:マルコ・ポーロ 出版者:ヴェネツィア イタリア 15世紀後半 著者:ルスティケロ マルコ・ポーロは、東方見聞録の中で、ヴェネツィアと中国の間を往復した貿易商人として描かれています。彼は、中国の貿易商や職人、そして彼らの技術について多くの情報を持っていました。マルコ・ポーロは、ヴェネツィアに滞在中に、中国との貿易取引の仲介役を務めていました。マルコ・ポーロは、ヴェネツィアの貿易業者や職人、そして彼らの技術についても多くの情報を持参していました。マルコ・ポーロは、ヴェネツィアと中国の間に往復
49,QA20CAPR-0003,作家のルスティケロが、マルコ・ポーロから聞いた話をまとめた作品といえば何でしょう?,東方見聞録 作者:マルコ・ポーロ 出版者:ヴェネツィア イタリア 1543年 出版日:1552年4月26日 印刷所:ヴェネツィア 1553年8月25日に印刷された。 マルコ・ポーロは、ヴェネツィアに滞在し、ヴェネツィアの貿易業者や商人と交流した。 彼は、東方見聞録をヴェネツィアで出版した。 この作品は、東洋の知識の重要な源として広く認知されている。
50,QA20CAPR-0003,作家のルスティケロが、マルコ・ポーロから聞いた話をまとめた作品といえば何でしょう?,東方見聞録 作者:マルコ・ポーロ 出版者:ヴェネツィア 出版社:マルコ・ポーロ社 マルコ・ポーロは、1453年に生まれ、1547年に亡くなりました。彼は生涯に多くの本を著しました。彼の作品は、ヴェネツィアやイタリア全土に広まり、広く読まれていました。マルコ・ポーロは、東方見聞録を書き、その中で世界の大部分について書きました。この本は、ヨーロッパとアジアの間にある広大な地域について書かれています。マルコ・ポーロは、中国や日本にも訪れ、これらの国々の文化や歴史についても書いています。
51,QA20CAPR-0003,作家のルスティケロが、マルコ・ポーロから聞いた話をまとめた作品といえば何でしょう?,東方見聞録 作者:マルコ・ポーロ 出版者:ヴェネツィア 出版社:マルコ・ポーロ社 マルコ・ポーロは、1453年に生まれ、1547年に亡くなりました。彼は生涯に多くの本を著しました。彼の作品は、ヴェネツィアやイタリア全土に広まり、広く読まれていました。マルコ・ポーロは、東方見聞録を書き、その中で世界の大部分について書きました。この本は、ヨーロッパとアジアの間にある広大な地域について書かれています。マルコ・ポーロは、中国や日本にも訪れ、これらの国々について多くの記述を残しています。
52,QA20CAPR-0003,作家のルスティケロが、マルコ・ポーロから聞いた話をまとめた作品といえば何でしょう?,東方見聞録 作者:マルコ・ポーロ 出版者:ヴェネツィア イタリア 1543年 著者:ルスティケロ マルコ・ポーロは、ヴェネツィアに滞在し、イタリアや地中海に関する多くの著作を著しました。彼は、東方見聞録を書き、その中でマルコ・ポーロによって書かれたとされる有名な物語である「東方見聞録」を執筆しました。この本は、ヨーロッパの大部分とアジアの大部分を含む広大な地域を旅した旅行記であり、マルコ・ポーロによる旅の描写や、彼が見た様々な国々の文化や社会の発展について書かれています。
53,QA20CAPR-0003,作家のルスティケロが、マルコ・ポーロから聞いた話をまとめた作品といえば何でしょう?,東方見聞録 作者:マルコ・ポーロ 出版者:ヴェネツィア イタリア 1543年 著者:ルスティケロ マルコ・ポーロは、ヴェネツィアに滞在し、東方見聞録を書きました。彼は、イタリアやヨーロッパ全土を旅し、多くの国々を訪れました。この本は、マルコ・ポーロによって書かれたものです。マルコ・ポーロは、ヴェネツィアに滞在し、東方見聞録を書きました。彼は、イタリアやヨーロッパ全土を旅し、多くの国々を訪れました。この本は、マルコ・ポーロによって書かれたものです。
54,QA20CAPR-0003,作家のルスティケロが、マルコ・ポーロから聞いた話をまとめた作品といえば何でしょう?,東方見聞録 作者はマルコ・ポーロ。 マルコ・ポーロは、1453年に生まれ、1547年に亡くなりました。 東方見聞録とは、イタリアの貿易商によって書かれた旅行記です。 マルコ・ポーロは、アジアやヨーロッパを旅し、多くの国々を訪れました。 東方見聞録は、世界的なベストセラーとなり、広く読まれています。
55,QA20CAPR-0003,作家のルスティケロが、マルコ・ポーロから聞いた話をまとめた作品といえば何でしょう?,東方見聞録 作者はマルコ・ポーロ。 マルコ・ポーロは、1453年に生まれ、1547年に亡くなりました。 東方見聞録とは、イタリアの旅行家マルコ・ポーロによって書かれた旅行記です。 東方見聞録は、ヨーロッパやアジアの国々を旅した旅行の記録であり、中国や日本などの国々も含まれています。 マルコ・ポーロは、イタリア出身の有名な探検家であり、東洋や西ヨーロッパの多くの国々を訪れました。 マルコ・ポーロは、生涯に多くの旅行をし、多くの国々を訪れたことで広く認知されています。
56,QA20CAPR-0003,作家のルスティケロが、マルコ・ポーロから聞いた話をまとめた作品といえば何でしょう?,東方見聞録 作者はマルコ・ポーロ。 マルコ・ポーロは、1453年に生まれ、1547年に亡くなったイタリアの外交官兼探検家です。彼は、アジアやヨーロッパの大部分を初めて訪れた人物として広く認知されています。彼の作品は、中国や日本などの東アジアの国々に焦点を当てています。東方見聞録は、マルコ・ポーロによって書かれた旅行記で、世界的な名声を得ました。この作品は、東洋と西洋の両方の文化や社会の発展について多くの重要な情報を提供しています。
57,QA20CAPR-0003,作家のルスティケロが、マルコ・ポーロから聞いた話をまとめた作品といえば何でしょう?,東方見聞録 作者はマルコ・ポーロ。 マルコ・ポーロは、1453年に生まれ、1547年に亡くなったイタリアの外交官兼探検家です。彼は、アジアやヨーロッパの大部分を広く旅し、多くの国々を訪れました。彼の旅行記は、世界的な名声を得ました。 東方見聞録とは、マルコ・ポーロによって書かれた旅行記で、東洋と西洋の文化や社会の発展について書かれています。この本は、ヨーロッパに東洋の知識を広め、その後の植民地主義や帝国主義の台頭に大きな影響を与えました。
58,QA20CAPR-0003,作家のルスティケロが、マルコ・ポーロから聞いた話をまとめた作品といえば何でしょう?,東方見聞録 作者:マルコ・ポーロ 出版者:ヴェネツィア イタリア 1543年 著者:ルスティケロ マルコ・ポーロは、ヴェネツィアに滞在し、イタリアやヨーロッパに関する多くの著作を著しました。彼は、東方見聞録を書き、その中でマルコ・ポーロによって語られた様々な物語や逸話を紹介しています。この本は、マルコ・ポーロによる旅行記であり、彼の故郷であるヴェネツィアを中心に、アジアや日本などの国々を旅した様子を描いています。
59,QA20CAPR-0003,作家のルスティケロが、マルコ・ポーロから聞いた話をまとめた作品といえば何でしょう?,東方見聞録 作者:マルコ・ポーロ 出版者:ヴェネツィア イタリア 1543年 著者:ルスティケロ マルコ・ポーロは、ヴェネツィアに滞在し、イタリアやヨーロッパに関する多くの著作を著しました。彼は、東方見聞録を書き、その中でマルコ・ポーロによって伝えられたさまざまな情報をまとめています。この本は、マルコ・ポーロによって書かれたものです。
60,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹
61,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹
62,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹
63,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹
64,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹
65,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹
66,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹
67,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹
68,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹
69,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹
70,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹
71,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹
72,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹
73,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹
74,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹
75,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹
76,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹
77,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹
78,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹
79,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹
80,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹
81,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹
82,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹
83,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹
84,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹
85,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹
86,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹
87,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹
88,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹
89,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹
90,QA20CAPR-0007,サッカーで、コーナーキックやフリーキックのようにボールを止めた状態から始めるプレーのことを何というでしょう?,ゴールキックオフ(goal kickoff)。サッカーでは、コーナーキックやフリーキックのようにボールを止めるプレーは、ゴールキックオフと呼ばれます。
91,QA20CAPR-0007,サッカーで、コーナーキックやフリーキックのようにボールを止めた状態から始めるプレーのことを何というでしょう?,ゴールキックオフ(goal kickoff)。 サッカーでは、ボールをゴールに蹴り込むために、ゴールキーパーがボールをゴールラインの後方に蹴って、相手チームの選手がボールをクリアします。 ゴールキックオフは、サッカーで最も重要な要素の1つです。
92,QA20CAPR-0007,サッカーで、コーナーキックやフリーキックのようにボールを止めた状態から始めるプレーのことを何というでしょう?,ゴールキックオフ(goal kickoff)。 サッカーでは、ボールをゴールに蹴り込むために、ゴールキーパーがボールをゴールラインの後方に蹴って、相手チームの選手がボールをクリアします。 サッカーで、ボールをゴールラインの後方に蹴って、相手チームの選手がボールをクリアすることを「ゴールキックオフ」と呼びます。
93,QA20CAPR-0007,サッカーで、コーナーキックやフリーキックのようにボールを止めた状態から始めるプレーのことを何というでしょう?,ゴールキック(goal kick)。サッカーでは、コーナーキックやフリーキックのようにボールを止めるプレーは、ゴールキックと呼ばれます。
94,QA20CAPR-0007,サッカーで、コーナーキックやフリーキックのようにボールを止めた状態から始めるプレーのことを何というでしょう?,ゴールキックオフ(goal kickoff)。 サッカーでは、コーナーキックやフリーキックのようにボールを止めた状態から始めるプレーをゴールキックオフと呼びます。
95,QA20CAPR-0007,サッカーで、コーナーキックやフリーキックのようにボールを止めた状態から始めるプレーのことを何というでしょう?,ゴールキックオフ(goal kickoff)。 サッカーでは、ボールをゴールに蹴り込むために、ゴールキーパーがボールをゴールポストに当てて止めることが求められます。 ゴールキックオフは、サッカーの重要な要素です。
96,QA20CAPR-0007,サッカーで、コーナーキックやフリーキックのようにボールを止めた状態から始めるプレーのことを何というでしょう?,ゴールキック(goal kick)またはゴールキックオフ(goal kick-off)といいます。サッカーでは、ボールをゴールに蹴り込むために、ゴールキーパーがボールをゴールラインの外側に蹴り出し、その後、相手チームの選手がボールを奪い返してシュートをします。サッカーで、コーナーキックやフリーキックのようにボールを止めた状態から始めるプレーのことをゴールキックと呼びます。
97,QA20CAPR-0007,サッカーで、コーナーキックやフリーキックのようにボールを止めた状態から始めるプレーのことを何というでしょう?,ゴールキックオフ(Goal kickoff)。サッカーでは、ボールをゴールラインに押し込んで得点することが目的です。ゴールキックオフは、ボールがゴールラインを越えたときに起こります。サッカーの得点方法には、ゴールキーパーからの直接ゴール、間接ゴール、ペナルティエリア外からのシュートなどがあります。
98,QA20CAPR-0007,サッカーで、コーナーキックやフリーキックのようにボールを止めた状態から始めるプレーのことを何というでしょう?,ゴールキック(goal kick)。 サッカーでは、コーナーキックやフリーキックのようなボールを止めるプレーは、ゴールキックと呼ばれます。
99,QA20CAPR-0007,サッカーで、コーナーキックやフリーキックのようにボールを止めた状態から始めるプレーのことを何というでしょう?,ゴールキック(goal kick)。 サッカーでは、コーナーキックやフリーキックのようなボールを止めるプレーは、ゴールキックと呼ばれます。
