serial_number,qid,query,sample
25,QA20CAPR-0003,作家のルスティケロが、マルコ・ポーロから聞いた話をまとめた作品といえば何でしょう?,『黄金の島』です。この作品は、マルコ・ポーロによるヴェネツィアへの旅を描写したものであり、彼の旅行記や旅行記からの引用が豊富に含まれています。
26,QA20CAPR-0003,作家のルスティケロが、マルコ・ポーロから聞いた話をまとめた作品といえば何でしょう?,『東方見聞録』。マルコ・ポーロは、アジアや西ヨーロッパを旅して多くのことを学びました。彼は、中国やインドなどの国々について詳しく説明しています。ルスティケロは、この本をイタリア語に翻訳しました。彼は、インドの描写に非常に感動し、インドへの旅行を計画し始めます。そして、実際にインドへ旅をして、多くの素晴らしいインド文化を発見します。
27,QA20CAPR-0003,作家のルスティケロが、マルコ・ポーロから聞いた話をまとめた作品といえば何でしょう?,『東方見聞録』です。
28,QA20CAPR-0003,作家のルスティケロが、マルコ・ポーロから聞いた話をまとめた作品といえば何でしょう?,『マルコ・ポーロの大航海』です。この作品は、マルコ・ポーロがヨーロッパに持ち帰ったさまざまな情報をまとめています。この本は、マルコ・ポーロの遠征や彼の生涯について多くの重要な情報を含んでおり、マルコ・ポーロの伝記の中でも重要な役割を果たしています。
29,QA20CAPR-0003,作家のルスティケロが、マルコ・ポーロから聞いた話をまとめた作品といえば何でしょう?,『マルコ・ポーロの大航海』です。
30,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹。彼は日本の小説家、エッセイスト、翻訳者であり、多数の本を出版しています。彼の作品は世界中で広く読まれており、多くの賞を受賞しています。
31,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹
32,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹氏。彼は日本の小説家、英米文学研究者、ジャズ評論家です。『騎士団長殺し』は、スペインの作家による大作ミステリー小説で、ナチス・ドイツの侵攻により日本への難民として渡った若い騎士団長が、自らの国の運命に翻弄される様子を描いています。また、『ノルウェイの森』は、日本の作家による大作恋愛小説で、結核を患う大学生の主人公と療養所で出会う若い女性の交流を描いています。
33,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹 騎士団長殺しとは、スペインの田舎町で起こった連続殺人事件の犯人として、若い女性が逮捕された後に自殺した事件です。この事件は、スペイン・マドリードの刑務所に服役した若い女性の視点から語られています。この本は、日本の作家によって書かれ、世界的なベストセラーとなりました。ノルウェイの森とは、若い女性が自殺した事件の後、親友のワタナベと交際していた大学生のワタナベが、自殺した親友への強い思いを募らせていくという物語です。
34,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹
35,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹 騎士団長殺し: フランツ・カフカ作。 ノルウェイの森: アーネスト・ヘミングウェイ作。 騎士団長殺し: フランツ・カフカ作、翻訳出版年:1986年。 ノルウェイの森: アーネスト・ヘミングウェイ作、翻訳出版年:1965年。 これらの作品は、村上春樹が日本の読者に広く受け入れられた文学作品を生み出した重要な要因であり、また、国際的にも高く評価されています。
36,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹
37,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹
38,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上 春樹
39,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹さんです。
40,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹 騎士団長殺しは、スペインの作家による日本の歴史改変小説です。ノルウェイの森は、日本の小説家による北欧の幻想的な恋愛小説です。これらの作品は、日本とヨーロッパの文化や社会の差異を強調しています。
41,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹さんです。
42,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹さんです。
43,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,"村上春樹 騎士団長殺し(Kalle, Kate)は、スペインの作家Jose Silvaによる日本の小説です。騎士団長殺しとは、日本が舞台であり、主人公は騎士団長の暗殺を企む殺人犯です。騎士団長殺しは、スペイン内戦中の1930年代から1940年代の日本を舞台にしています。ノルウェイの森(Norwegian Wood)は、日本の小説家ワタナベヒロユキによる日本の小説です。ノルウェイの森とは、第二次世界大戦下の日本の東北地方にある架空の島国での出来事を描いています。ワタナベは、日本とデンマークの間に起こったとされる1945年の太平洋戦争中に幼少期を過ごしました"
44,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹さんです。
45,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹氏。彼は日本の小説家、エッセイスト、そして翻訳家です。『騎士団長殺し』は、スペインの作家による世界的なベストセラーであり、日本や中国など、様々な国で翻訳されています。また、彼の作品は多数の賞を受賞しています。
46,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹。彼は日本の小説家、小説家、詩人です。彼の作品は世界中で広く読まれています。『騎士団長殺し』は、スペインの作家によるベストセラー小説で、日本や中国でも翻訳されています。 『ノルウェイの森』は、日本の作家によって書かれたベストセラー小説で、世界的な大ベストセラーとなりました。
47,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹 騎士団長殺し: フランツ・カフカによる小説。 ノルウェイの森: トーマス・ベルンハルトによる小説。 騎士団長殺し: フランツ・カフカによる小説。 ノルウェイの森: トーマス・ベルンハルトによる小説。 騎士団長殺し: フランツ・カフカによる小説。 ノルウェイの森: トーマス・ベルンハルトによる小説。 ノルウェイの森: フランツ・カフカによる小説。
48,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹氏。彼は日本の小説家、作家、エッセイストであり、多数のベストセラーを世に送り出しています。『騎士団長殺し』は彼の最高傑作と評されています。
49,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹
50,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹
51,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹氏。彼の作品は世界中で広く読まれています。彼の作品は非常に複雑で、多くの解釈ができます。彼の作品を読んだことがない場合は、まず彼の作品を読んでみることをお勧めします。彼の作品は、現実世界の出来事や社会構造を深く考察し、それらがどのように機能するかを説明しています。また、彼の作品は、複雑な概念やイメージを効果的に描いており、読者に強い印象を与えます。彼の作品は、しばしば社会への鋭い風刺を含んでおり、多くの人々から愛されています。
52,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹
53,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹 騎士団長殺しはスペインの作家、アルベール・カミュによって書かれました。ノルウェイの森は日本の小説家、三島由紀夫によって書かれました。これらの作品には多数の類似点があります。アルベール・カミュはフランスの作家であり、三島由紀夫は日本人です。そのため、答えはアルベール・カミュです。
54,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹
55,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹 騎士団長殺し 騎士団長殺し(上下) ノルウェイの森 騎士団長殺し(上) 騎士団長殺し(下) 騎士団長殺し(上) 騎士団長殺し(上下) 騎士団長殺し(上) 騎士団長殺し(下) 騎士団長殺し(上) 騎士団長殺し(下) 騎士団長殺し(上) 騎士団長殺し(下) 騎士団長殺し(上) 騎士団長殺し(下) 騎士団長殺し(上) 騎士団長殺し(下) 騎士団長殺し(上) 騎士団長殺し(
56,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹さんです。
57,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹さんです。
58,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹
59,QA20CAPR-0005,『騎士団長殺し』『1Q84』『ノルウェイの森』といった小説の作者は誰でしょう?,村上春樹。彼は日本の小説家、純文学作家、ジャズ評論家です。『騎士団長殺し』は、スペインの作家による大作で、世界的なベストセラーとなりました。彼はまた、ジャズ批評家としても知られています。『ノルウェイの森』は、日本の作家によって書かれ、世界的に高い評価を受けた小説です。
60,QA20CAPR-0007,サッカーで、コーナーキックやフリーキックのようにボールを止めた状態から始めるプレーのことを何というでしょう?,ゴールキーピング(得点)。
61,QA20CAPR-0007,サッカーで、コーナーキックやフリーキックのようにボールを止めた状態から始めるプレーのことを何というでしょう?,オフサイドトラップ(offside trap)とは、相手競技者が守備のためにゴールラインを越えることを防止するために、ボールをゴールラインの後方に誘導する戦術です。
62,QA20CAPR-0007,サッカーで、コーナーキックやフリーキックのようにボールを止めた状態から始めるプレーのことを何というでしょう?,ゴールキック(ゴールキック)とは、ゴールキーパーが蹴るボールを相手側のゴールに蹴り込むために、ゴールポストに向かってボールを蹴り出すことです。
63,QA20CAPR-0007,サッカーで、コーナーキックやフリーキックのようにボールを止めた状態から始めるプレーのことを何というでしょう?,ゴールキック(goal kick)と呼びます。
64,QA20CAPR-0007,サッカーで、コーナーキックやフリーキックのようにボールを止めた状態から始めるプレーのことを何というでしょう?,ゴールキック(ゴールを狙ったシュート)またはゴールキックオフ(ゴールを狙うことなくボールを蹴る)と言います。
65,QA20CAPR-0007,サッカーで、コーナーキックやフリーキックのようにボールを止めた状態から始めるプレーのことを何というでしょう?,ゴールキック(蹴る)またはペナルティーキック(狙う)といいます。
66,QA20CAPR-0007,サッカーで、コーナーキックやフリーキックのようにボールを止めた状態から始めるプレーのことを何というでしょう?,ゴールキック(goal kick)といいます。
67,QA20CAPR-0007,サッカーで、コーナーキックやフリーキックのようにボールを止めた状態から始めるプレーのことを何というでしょう?,ゴールキック(Goal-K)と言います。
68,QA20CAPR-0007,サッカーで、コーナーキックやフリーキックのようにボールを止めた状態から始めるプレーのことを何というでしょう?,タッチダウンパス(TFP)。
69,QA20CAPR-0007,サッカーで、コーナーキックやフリーキックのようにボールを止めた状態から始めるプレーのことを何というでしょう?,ゴールキック(Goal Kick)といいます。
70,QA20CAPR-0007,サッカーで、コーナーキックやフリーキックのようにボールを止めた状態から始めるプレーのことを何というでしょう?,ゴールキック(ロング)またはゴールキック(ショート)といいます。
71,QA20CAPR-0007,サッカーで、コーナーキックやフリーキックのようにボールを止めた状態から始めるプレーのことを何というでしょう?,ゴールキック(goal kick)。
72,QA20CAPR-0007,サッカーで、コーナーキックやフリーキックのようにボールを止めた状態から始めるプレーのことを何というでしょう?,タッチダウンパス。
73,QA20CAPR-0007,サッカーで、コーナーキックやフリーキックのようにボールを止めた状態から始めるプレーのことを何というでしょう?,ゴールキック(goal kick)またはゴールキックオフ(goal kick off)といいます。
74,QA20CAPR-0007,サッカーで、コーナーキックやフリーキックのようにボールを止めた状態から始めるプレーのことを何というでしょう?,タッチダウンパス。
75,QA20CAPR-0007,サッカーで、コーナーキックやフリーキックのようにボールを止めた状態から始めるプレーのことを何というでしょう?,シュートストップ(Scheme-Of)といいます。
76,QA20CAPR-0007,サッカーで、コーナーキックやフリーキックのようにボールを止めた状態から始めるプレーのことを何というでしょう?,タッチダウンパス(Tee-out)。
77,QA20CAPR-0007,サッカーで、コーナーキックやフリーキックのようにボールを止めた状態から始めるプレーのことを何というでしょう?,セットプレー(セットプレーとは、サッカーの試合でボールがゴールポストに着地したときに開始されるプレーのことです。)
78,QA20CAPR-0007,サッカーで、コーナーキックやフリーキックのようにボールを止めた状態から始めるプレーのことを何というでしょう?,ゴールキック・アンド・フリーキック(CK&FK)。
79,QA20CAPR-0007,サッカーで、コーナーキックやフリーキックのようにボールを止めた状態から始めるプレーのことを何というでしょう?,ゴールキック。
80,QA20CAPR-0007,サッカーで、コーナーキックやフリーキックのようにボールを止めた状態から始めるプレーのことを何というでしょう?,ゴールキック(goal kick)といいます。
81,QA20CAPR-0007,サッカーで、コーナーキックやフリーキックのようにボールを止めた状態から始めるプレーのことを何というでしょう?,チャージドタックルと言います。
82,QA20CAPR-0007,サッカーで、コーナーキックやフリーキックのようにボールを止めた状態から始めるプレーのことを何というでしょう?,ゴールキック(goal kick)またはスローイン(throw in)と呼びます。
83,QA20CAPR-0007,サッカーで、コーナーキックやフリーキックのようにボールを止めた状態から始めるプレーのことを何というでしょう?,スナップショット(Snapshot)と言います。
84,QA20CAPR-0007,サッカーで、コーナーキックやフリーキックのようにボールを止めた状態から始めるプレーのことを何というでしょう?,ゴールキック(goal kick)。
85,QA20CAPR-0007,サッカーで、コーナーキックやフリーキックのようにボールを止めた状態から始めるプレーのことを何というでしょう?,ゴールキック(Goal Kick)といいます。
86,QA20CAPR-0007,サッカーで、コーナーキックやフリーキックのようにボールを止めた状態から始めるプレーのことを何というでしょう?,セットプレー(セットプレイ)と呼びます。
87,QA20CAPR-0007,サッカーで、コーナーキックやフリーキックのようにボールを止めた状態から始めるプレーのことを何というでしょう?,ゴールキック(goal kick)またはゴールキックオフ(goal kick off)といいます。
88,QA20CAPR-0007,サッカーで、コーナーキックやフリーキックのようにボールを止めた状態から始めるプレーのことを何というでしょう?,ゴールキック(Goal-K)といいます。
89,QA20CAPR-0007,サッカーで、コーナーキックやフリーキックのようにボールを止めた状態から始めるプレーのことを何というでしょう?,バックパス(backpass)。
90,QA20CAPR-0009,今から約140億年前に起こったとされる、宇宙の始まりの大爆発のことを何というでしょう?,ビッグバン
91,QA20CAPR-0009,今から約140億年前に起こったとされる、宇宙の始まりの大爆発のことを何というでしょう?,ビッグバン。
92,QA20CAPR-0009,今から約140億年前に起こったとされる、宇宙の始まりの大爆発のことを何というでしょう?,ビッグバン
93,QA20CAPR-0009,今から約140億年前に起こったとされる、宇宙の始まりの大爆発のことを何というでしょう?,ビッグバン。
94,QA20CAPR-0009,今から約140億年前に起こったとされる、宇宙の始まりの大爆発のことを何というでしょう?,ビッグバン(Big Bang)」と呼びます。
95,QA20CAPR-0009,今から約140億年前に起こったとされる、宇宙の始まりの大爆発のことを何というでしょう?,ビッグバン。
96,QA20CAPR-0009,今から約140億年前に起こったとされる、宇宙の始まりの大爆発のことを何というでしょう?,ビッグバン。
97,QA20CAPR-0009,今から約140億年前に起こったとされる、宇宙の始まりの大爆発のことを何というでしょう?,ビッグバン
98,QA20CAPR-0009,今から約140億年前に起こったとされる、宇宙の始まりの大爆発のことを何というでしょう?,ビッグバン
99,QA20CAPR-0009,今から約140億年前に起こったとされる、宇宙の始まりの大爆発のことを何というでしょう?,ビッグバン
100,QA20CAPR-0009,今から約140億年前に起こったとされる、宇宙の始まりの大爆発のことを何というでしょう?,ビッグバン
101,QA20CAPR-0009,今から約140億年前に起こったとされる、宇宙の始まりの大爆発のことを何というでしょう?,ビッグバン
102,QA20CAPR-0009,今から約140億年前に起こったとされる、宇宙の始まりの大爆発のことを何というでしょう?,ビッグバン。
103,QA20CAPR-0009,今から約140億年前に起こったとされる、宇宙の始まりの大爆発のことを何というでしょう?,ビッグバン
104,QA20CAPR-0009,今から約140億年前に起こったとされる、宇宙の始まりの大爆発のことを何というでしょう?,ビッグバン。
105,QA20CAPR-0009,今から約140億年前に起こったとされる、宇宙の始まりの大爆発のことを何というでしょう?,ビッグバン。
106,QA20CAPR-0009,今から約140億年前に起こったとされる、宇宙の始まりの大爆発のことを何というでしょう?,ビッグバン
107,QA20CAPR-0009,今から約140億年前に起こったとされる、宇宙の始まりの大爆発のことを何というでしょう?,ビッグバン
108,QA20CAPR-0009,今から約140億年前に起こったとされる、宇宙の始まりの大爆発のことを何というでしょう?,ビッグバン。
109,QA20CAPR-0009,今から約140億年前に起こったとされる、宇宙の始まりの大爆発のことを何というでしょう?,ビッグバン
110,QA20CAPR-0009,今から約140億年前に起こったとされる、宇宙の始まりの大爆発のことを何というでしょう?,ビッグバン
111,QA20CAPR-0009,今から約140億年前に起こったとされる、宇宙の始まりの大爆発のことを何というでしょう?,ビッグバン」と呼びます。
112,QA20CAPR-0009,今から約140億年前に起こったとされる、宇宙の始まりの大爆発のことを何というでしょう?,ビッグバン理論と呼ばれています。
113,QA20CAPR-0009,今から約140億年前に起こったとされる、宇宙の始まりの大爆発のことを何というでしょう?,ビッグバン
114,QA20CAPR-0009,今から約140億年前に起こったとされる、宇宙の始まりの大爆発のことを何というでしょう?,ビッグバン理論と呼ばれています。
115,QA20CAPR-0009,今から約140億年前に起こったとされる、宇宙の始まりの大爆発のことを何というでしょう?,ビッグバン。
116,QA20CAPR-0009,今から約140億年前に起こったとされる、宇宙の始まりの大爆発のことを何というでしょう?,ビッグバン
117,QA20CAPR-0009,今から約140億年前に起こったとされる、宇宙の始まりの大爆発のことを何というでしょう?,ビッグバン。
118,QA20CAPR-0009,今から約140億年前に起こったとされる、宇宙の始まりの大爆発のことを何というでしょう?,ビッグバン
119,QA20CAPR-0009,今から約140億年前に起こったとされる、宇宙の始まりの大爆発のことを何というでしょう?,ビッグバン理論」といいます。
120,QA20CAPR-0011,アメンボが水の上をすべることができるのはこの力を利用しているからである、液体がその表面積をできるだけ小さく保とうとする力を何というでしょう?,摩擦力 アメンボは、水の表面張力と周りの水流による抵抗を利用して滑空します。これにより、水中での浮遊性が維持されます。
121,QA20CAPR-0011,アメンボが水の上をすべることができるのはこの力を利用しているからである、液体がその表面積をできるだけ小さく保とうとする力を何というでしょう?,粘性抵抗力(ねばっこい)
122,QA20CAPR-0011,アメンボが水の上をすべることができるのはこの力を利用しているからである、液体がその表面積をできるだけ小さく保とうとする力を何というでしょう?,粘性抵抗力 吸盤の原理 流体力学 液体 粘性抵抗力 吸盤の原理 流体力学 吸盤 吸盤 液体 抵抗力 抵抗力 粘性抵抗力 アメンボ 粘性抵抗力 吸盤の原理 粘性抵抗力 吸盤 粘性抵抗力 吸盤 粘性抵抗力 粘性抵抗力 吸盤 吸盤 吸盤 吸盤 吸盤 吸盤 吸盤 吸盤 吸盤 吸盤 吸盤 粘性抵抗力 粘性抵抗力
123,QA20CAPR-0011,アメンボが水の上をすべることができるのはこの力を利用しているからである、液体がその表面積をできるだけ小さく保とうとする力を何というでしょう?,粘性抵抗力(ねばっこい)
124,QA20CAPR-0011,アメンボが水の上をすべることができるのはこの力を利用しているからである、液体がその表面積をできるだけ小さく保とうとする力を何というでしょう?,粘性抵抗力(ねばっこいりょく)
125,QA20CAPR-0011,アメンボが水の上をすべることができるのはこの力を利用しているからである、液体がその表面積をできるだけ小さく保とうとする力を何というでしょう?,摩擦係数減少の法則
126,QA20CAPR-0011,アメンボが水の上をすべることができるのはこの力を利用しているからである、液体がその表面積をできるだけ小さく保とうとする力を何というでしょう?,ニュートンの運動の法則
127,QA20CAPR-0011,アメンボが水の上をすべることができるのはこの力を利用しているからである、液体がその表面積をできるだけ小さく保とうとする力を何というでしょう?,摩擦力 浮遊性 運動量保存の法則
128,QA20CAPR-0011,アメンボが水の上をすべることができるのはこの力を利用しているからである、液体がその表面積をできるだけ小さく保とうとする力を何というでしょう?,粘性抵抗力(ねばっこり)
129,QA20CAPR-0011,アメンボが水の上をすべることができるのはこの力を利用しているからである、液体がその表面積をできるだけ小さく保とうとする力を何というでしょう?,粘性抵抗力(ねばっこり)
130,QA20CAPR-0011,アメンボが水の上をすべることができるのはこの力を利用しているからである、液体がその表面積をできるだけ小さく保とうとする力を何というでしょう?,粘性抵抗力(ねばっこり)
131,QA20CAPR-0011,アメンボが水の上をすべることができるのはこの力を利用しているからである、液体がその表面積をできるだけ小さく保とうとする力を何というでしょう?,粘性抵抗力(粘着力)
